읍면,급사면px,물리_임계비율,평균경사,급사면비율,평균dNBR,흉터비율,평균토심,평균m0,y
금서면,37070,0.0,29.11468930575029,0.92675,-0.3376814180759287,0.0009711356892365794,0.7067669277117842,0.12077421301260836,0
금서면,37378,0.0,31.365943883432227,0.93445,-0.4575630740896313,0.004708652148322542,0.682955213298135,0.12106051868553037,0
금서면,38537,0.0,30.899766561903785,0.963425,-0.4141430896957409,0.0,0.7277979600708557,0.11773360846700717,0
금서면,34520,0.0,26.764865213667118,0.863,-0.3780009383687431,0.0,0.7272639047281076,0.14957995613193006,0
금서면,6519,0.005522319374137137,22.579478258588487,0.162975,-0.23623331234491815,0.0015339776039269826,0.7294830576872273,0.18282712444098453,0
금서면,26909,0.0,26.30101307724324,0.672725,-0.25523303496007255,0.0,0.6347894791082163,0.12926344605560547,0
시천면,36590,0.0,31.39461388404202,0.9682968138033238,-0.32338652903922943,0.0016671221645258268,0.7108226293030577,0.10052746801888333,0
시천면,34074,2.9347889886717146e-05,31.899552223694577,0.8476119402985075,-0.3966535147625214,5.869577977343429e-05,0.665589598364734,0.13466866512844042,0
시천면,35323,0.0,31.3794548524262,0.878681592039801,-0.29759497538259067,0.006114995895025904,0.7018160964424942,0.1323981562652175,0
시천면,25868,0.0006958404205968764,29.16570479165315,0.6434825870646766,-0.2965161379193611,0.004986856347610948,0.6271377757574153,0.15584312965919167,0
시천면,22970,0.0033521985198084457,27.212446511575436,0.5713930348258707,-0.14826602357512145,0.04902046147148455,0.6010666093666189,0.16868959880771717,0
시천면,30541,0.00900428931600144,27.728238304465183,0.759726368159204,-0.11308157864625581,0.11283193084705806,0.6615877021183992,0.18976785680771008,0
시천면,32120,0.020610211706102118,29.476818964995008,0.7990049751243781,-0.17252269515288374,0.12649439601494397,0.5313013703433581,0.1843617716400535,1
시천면,36819,0.004807300578505663,30.390070830886266,0.9158955223880597,-0.2664028062378736,0.0649936174257856,0.5183057659010317,0.1723566665076242,0
시천면,38454,0.0,31.021579063868085,0.951808123561298,-0.27006311947119804,0.06228220731263328,0.42126956950432737,0.15326104176190478,0
시천면,39178,0.0,31.421176917629992,0.9745771144278607,-0.24744195676084382,0.0023993057328092295,0.6811297157818036,0.14864720224739308,0
삼장면,37090,0.000700997573469938,30.84692184034786,0.922636815920398,-0.23261930193670252,0.00043138312213534646,0.4775815585860669,0.15136425162874712,0
삼장면,38031,0.0,32.70589547326427,0.946044776119403,-0.2164800728157647,0.012700165654334622,0.39854198078450814,0.11688622613762803,0
